timestamp,category,check,status,value,threshold,message
2026-08-12T17:51:02.607841+00:00,ARTIFACT,validation_metrics,PASS,EXISTS,EXISTS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage20\stage20_validation_metrics.json
2026-08-12T17:51:02.607841+00:00,ARTIFACT,training_data,PASS,EXISTS,EXISTS,C:\Users\divya\Desktop\AI_Stock_Screener\data\stage20\stage20_training_data.csv
2026-08-12T17:51:02.627374+00:00,PORTFOLIO,portfolio_file_readable,PASS,5,>0,
2026-08-12T17:51:02.645267+00:00,DATA,portfolio_has_rows,PASS,5,>0,
2026-08-12T17:51:02.645267+00:00,DATA,portfolio_has_columns,PASS,30,>0,
2026-08-12T17:51:02.645267+00:00,DATA,portfolio_missing_values,PASS,0.0,<=0.1,
2026-08-12T17:51:02.645267+00:00,DATA,portfolio_duplicate_rows,PASS,0.0,<=0.05,
2026-08-12T17:51:02.645267+00:00,PORTFOLIO,portfolio_has_rows,PASS,5,>0,
2026-08-12T17:51:02.645267+00:00,PORTFOLIO,position_count_valid,PASS,5,1-20,
2026-08-12T17:51:02.656759+00:00,PORTFOLIO,portfolio_exposure_reasonable,PASS,100.0,<=100%,
2026-08-12T17:51:02.656759+00:00,PORTFOLIO,portfolio_duplicates,PASS,0.0,<=0.05,
2026-08-12T17:51:02.663631+00:00,TRADES,optimized_trades_readable,PASS,182,>0,
2026-08-12T17:51:02.663631+00:00,DATA,optimized_trades_has_rows,PASS,182,>0,
2026-08-12T17:51:02.663631+00:00,DATA,optimized_trades_has_columns,PASS,19,>0,
2026-08-12T17:51:02.663631+00:00,DATA,optimized_trades_missing_values,PASS,0.0,<=0.1,
2026-08-12T17:51:02.663631+00:00,DATA,optimized_trades_duplicate_rows,PASS,0.0,<=0.05,
2026-08-12T17:51:02.678228+00:00,PAPER,paper_trade_rows,PASS,182,>0,
2026-08-12T17:51:02.678228+00:00,PAPER,paper_capital_finite,PASS,FINITE,FINITE,
2026-08-12T17:51:02.678228+00:00,PAPER,paper_drawdown_finite,PASS,FINITE,FINITE,
2026-08-12T17:51:02.689523+00:00,MODEL,validation_metrics_readable,PASS,READABLE,READABLE,
2026-08-12T17:51:02.689523+00:00,MODEL,ml_accuracy,PASS,0.514018691588785,0.5,
2026-08-12T17:51:02.699612+00:00,RISK,risk_metrics_readable,PASS,READABLE,READABLE,
2026-08-12T17:51:02.699612+00:00,MONITOR,all_stage20_artifacts_present,PASS,16/16,16/16,
2026-08-12T17:51:02.699612+00:00,MONITOR,portfolio_positions_valid,PASS,5,1-20,
2026-08-12T17:51:02.699612+00:00,MONITOR,model_accuracy_valid,PASS,0.514018691588785,0.5,
